Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
San Nicolás sufre las consecuencias de Alerta sanitaria,"Un grave alerta sanitaria se registró en San Nicolás, Buenos Aires. El incidente bloqueando las principales vías de acceso. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Evento sanitario,-33.381939,-60.223285,16/10/2023
"Autoridades responden a Brote de enfermedad contagiosa en Cafayate, Salta","Grave brote de enfermedad contagiosa ocurrió en las inmediaciones de Cafayate, Salta. El incidente afectando gravemente la infraestructura local. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Evento sanitario,-26.119188,-65.981898,17/10/2003
"Devastador Intoxicación alimentaria masiva afecta a Pirané, Formosa","Autoridades confirmaron un intoxicación alimentaria masiva en Pirané, Formosa. El incidente dejando un rastro de destrucción importante. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Desastre Tecnológico - Intoxicación masiva,-25.752368,-59.148112,13/02/2022
Brote de enfermedad contagiosa deja múltiples daños en Río Tercero,"Un grave brote de enfermedad contagiosa se registró en Río Tercero, Córdoba. El incidente provocando pánico entre los residentes locales. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Evento sanitario,-32.137636,-64.088061,10/03/2020
Confirman Casos de intoxicación por consumo de gran magnitud en Justo Daract,"Grave casos de intoxicación por consumo ocurrió en las inmediaciones de Justo Daract, San Luis. El incidente provocando pánico entre los residentes locales. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Intoxicación masiva,-33.849954,-65.187131,18/07/2020
Fuga de material peligroso sorprende a habitantes de Maipú,"Un grave fuga de material peligroso se registró en Maipú, Mendoza. El incidente dejando a la población incomunicada por varias horas. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Derrame,-32.943427,-68.798088,05/02/2018
"Contaminación ambiental severa deja múltiples daños en La Banda, Santiago del Estero","Grave contaminación ambiental severa ocurrió en las inmediaciones de La Banda, Santiago del Estero. El incidente afectando el normal desarrollo de actividades en la zona. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Desastre Tecnológico - Contaminación,-27.76688,-64.248032,20/02/2006
"Jardín América en alerta por Vertido contaminante, Misiones","Grave vertido contaminante ocurrió en las inmediaciones de Jardín América, Misiones. El incidente provocando cortes de energía y problemas en el suministro de agua. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Contaminación,-27.040843,-55.250311,20/06/2005
"Emergencia de salud pública sorprende a habitantes de Metán, Salta","Grave emergencia de salud pública ocurrió en las inmediaciones de Metán, Salta. El incidente con un saldo inicial de varias personas heridas. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Evento sanitario,-25.484109,-64.939241,20/07/2001
Declaran emergencia tras Envenenamiento masivo en La Quiaca,"Grave envenenamiento masivo ocurrió en las inmediaciones de La Quiaca, Jujuy. El incidente dejando a varios sectores sin comunicación. Se han habilitado refugios temporales para las familias afectadas.",Desastre Tecnológico - Intoxicación masiva,-22.100187,-65.617239,14/05/2016
"Alerta por Derrame de combustible en Chamical, La Rioja","Un grave derrame de combustible se registró en Chamical, La Rioja. El incidente causando daños en cultivos y producción agrícola. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Derrame,-30.403603,-66.276779,12/08/2001
Polución industrial deja múltiples daños en Las Breñas,"Un grave polución industrial se registró en Las Breñas, Chaco. El incidente destruyendo viviendas y dejando a familias evacuadas. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Contaminación,-27.086876,-61.029974,09/06/2019
"Punta Alta en alerta por Contaminación de fuente hídrica, Buenos Aires","Autoridades confirmaron un contaminación de fuente hídrica en Punta Alta, Buenos Aires. El incidente causando daños en cultivos y producción agrícola. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Contaminación,-38.8319,-62.049225,27/06/2023
Chamical afectado por Crisis sanitaria,"Autoridades confirmaron un crisis sanitaria en Chamical, La Rioja. El incidente dejando varios heridos y daños materiales. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Evento sanitario,-30.316018,-66.299168,27/03/2011
"Emergencia de salud pública sorprende a habitantes de Tolhuin, Tierra del Fuego","Grave emergencia de salud pública ocurrió en las inmediaciones de Tolhuin, Tierra del Fuego. El incidente generando caos en el transporte público y privado. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Evento sanitario,-54.481079,-67.188363,08/11/2004
"Alerta por Vertido de químicos en Cipolletti, Río Negro","Grave vertido de químicos ocurrió en las inmediaciones de Cipolletti, Río Negro. El incidente dejando a la población incomunicada por varias horas. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Derrame,-38.969473,-68.017688,30/04/2008
Puerto Iguazú en alerta por Derrame con riesgo ambiental,"Un grave derrame con riesgo ambiental se registró en Puerto Iguazú, Misiones. El incidente afectando gravemente la infraestructura local. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Derrame,-25.57263,-54.573813,01/05/2021
"Intoxicación por sustancias químicas deja múltiples daños en San Rafael, Mendoza","Grave intoxicación por sustancias químicas ocurrió en las inmediaciones de San Rafael, Mendoza. El incidente afectando gravemente la infraestructura local. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Desastre Tecnológico - Intoxicación masiva,-34.653005,-68.374564,13/09/2012
Contaminación ambiental severa causa estragos en Rosario,"Un grave contaminación ambiental severa se registró en Rosario, Santa Fe. El incidente generando preocupación entre autoridades provinciales. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Contaminación,-32.918712,-60.651452,02/10/2020
"Se reporta Crisis ambiental por contaminantes en zona de Barranqueras, Chaco","Autoridades confirmaron un crisis ambiental por contaminantes en Barranqueras, Chaco. El incidente causando pérdidas millonarias y afectando a cientos de personas. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Contaminación,-27.440552,-58.959541,22/12/2005
"Impacto de Derrame de sustancias tóxicas en comunidad de Resistencia, Chaco","Autoridades confirmaron un derrame de sustancias tóxicas en Resistencia, Chaco. El incidente afectando gravemente la infraestructura local. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Derrame,-27.403105,-59.022005,02/08/2000
"Situación crítica por Emisión de sustancias tóxicas en Cipolletti, Río Negro","Un grave emisión de sustancias tóxicas se registró en Cipolletti, Río Negro. El incidente provocando pánico entre los residentes locales. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Contaminación,-38.938661,-67.946188,16/04/2010
Autoridades responden a Vertido de químicos en Rivadavia,"Autoridades confirmaron un vertido de químicos en Rivadavia, San Juan. El incidente con un saldo inicial de varias personas heridas. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Derrame,-31.518425,-68.566151,31/10/2014
Puerto San Julián sufre las consecuencias de Intoxicación por sustancias químicas,"Grave intoxicación por sustancias químicas ocurrió en las inmediaciones de Puerto San Julián, Santa Cruz. El incidente dejando un rastro de destrucción importante. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Desastre Tecnológico - Intoxicación masiva,-49.25799,-67.737993,04/08/2021
Autoridades responden a Derrame de sustancias tóxicas en Necochea,"Grave derrame de sustancias tóxicas ocurrió en las inmediaciones de Necochea, Buenos Aires. El incidente provocando la activación de protocolos de emergencia. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Derrame,-38.576445,-58.775594,16/03/2003
Serio incidente: Emergencia de salud pública en Merlo,"Grave emergencia de salud pública ocurrió en las inmediaciones de Merlo, San Luis. El incidente destruyendo viviendas y dejando a familias evacuadas. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Evento sanitario,-32.335579,-65.038052,16/12/2006
"Emergencia de salud pública provoca emergencia en Chascomús, Buenos Aires","Un grave emergencia de salud pública se registró en Chascomús, Buenos Aires. El incidente resultando en el cierre temporal de escuelas y comercios. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Evento sanitario,-35.589935,-58.058892,06/05/2014
Mendoza en alerta por Contaminación en río,"Autoridades confirmaron un contaminación en río en Mendoza, Mendoza. El incidente generando preocupación entre autoridades provinciales. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Contaminación,-32.862864,-68.839151,30/08/2008
Confirman Contaminación en río de gran magnitud en Merlo,"Autoridades confirmaron un contaminación en río en Merlo, San Luis. El incidente resultando en el cierre temporal de escuelas y comercios. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Contaminación,-32.383206,-65.053047,12/08/2018
Alerta epidemiológica causa estragos en Tilcara,"Grave alerta epidemiológica ocurrió en las inmediaciones de Tilcara, Jujuy. El incidente afectando el normal desarrollo de actividades en la zona. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Evento sanitario,-23.615683,-65.361392,29/12/2019
Emergencia por Polución del aire en San Ramón de la Nueva Orán,"Grave polución del aire ocurrió en las inmediaciones de San Ramón de la Nueva Orán, Salta. El incidente dejando un rastro de destrucción importante. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Contaminación,-23.173273,-64.359949,24/05/2003
La Quiaca sufre las consecuencias de Derrame de combustible,"Grave derrame de combustible ocurrió en las inmediaciones de La Quiaca, Jujuy. El incidente bloqueando las principales vías de acceso. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Derrame,-22.085548,-65.594719,09/04/2001
Intoxicación por sustancias químicas sorprende a habitantes de Corrientes,"Grave intoxicación por sustancias químicas ocurrió en las inmediaciones de Corrientes, Corrientes. El incidente causando pérdidas millonarias y afectando a cientos de personas. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Intoxicación masiva,-27.464337,-58.835282,04/04/2023
Alerta por Vertido de químicos en Concepción del Uruguay,"Grave vertido de químicos ocurrió en las inmediaciones de Concepción del Uruguay, Entre Ríos. El incidente dejando un rastro de destrucción importante. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Derrame,-32.532975,-58.18689,16/12/2000
"Alerta por Derrame de sustancias tóxicas en Quilmes, Buenos Aires","Grave derrame de sustancias tóxicas ocurrió en las inmediaciones de Quilmes, Buenos Aires. El incidente provocando cortes de energía y problemas en el suministro de agua. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Derrame,-34.722361,-58.245056,20/07/2004
"Casos múltiples de intoxicación afecta a Yerba Buena, Tucumán","Autoridades confirmaron un casos múltiples de intoxicación en Yerba Buena, Tucumán. El incidente obligando a evacuar a residentes de la zona. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Intoxicación masiva,-26.840303,-65.277513,04/08/2005
Pico Truncado en alerta por Vertido industrial tóxico,"Autoridades confirmaron un vertido industrial tóxico en Pico Truncado, Santa Cruz. El incidente provocando cortes de energía y problemas en el suministro de agua. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Derrame,-46.799659,-67.927384,03/01/2011
"Declaran emergencia tras Alerta epidemiológica en Esperanza, Santa Fe","Un grave alerta epidemiológica se registró en Esperanza, Santa Fe. El incidente causando daños en cultivos y producción agrícola. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Evento sanitario,-31.43069,-60.964922,26/05/2008
Emergencia de salud pública deja múltiples daños en Gálvez,"Grave emergencia de salud pública ocurrió en las inmediaciones de Gálvez, Santa Fe. El incidente destruyendo viviendas y dejando a familias evacuadas. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Evento sanitario,-31.984782,-61.265826,15/02/2012
"Confirman Vertido de químicos de gran magnitud en Villa Krause, San Juan","Autoridades confirmaron un vertido de químicos en Villa Krause, San Juan. El incidente afectando el normal desarrollo de actividades en la zona. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Derrame,-31.564508,-68.539672,04/10/2010
"Preocupación por Intoxicación alimentaria masiva en La Plata, Buenos Aires","Un grave intoxicación alimentaria masiva se registró en La Plata, Buenos Aires. El incidente generando caos en el transporte público y privado. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Intoxicación masiva,-34.912802,-57.920874,18/04/2013
Derrame en curso de agua impacta en Olavarría,"Autoridades confirmaron un derrame en curso de agua en Olavarría, Buenos Aires. El incidente afectando el normal desarrollo de actividades en la zona. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Derrame,-36.871769,-60.326473,08/11/2014
"Preocupación por Contaminación ambiental severa en Trenque Lauquen, Buenos Aires","Grave contaminación ambiental severa ocurrió en las inmediaciones de Trenque Lauquen, Buenos Aires. El incidente dejando un rastro de destrucción importante. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Contaminación,-36.009092,-62.728539,31/03/2010
Alerta por Casos múltiples de intoxicación en Posadas,"Autoridades confirmaron un casos múltiples de intoxicación en Posadas, Misiones. El incidente provocando la activación de protocolos de emergencia. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Intoxicación masiva,-27.341812,-55.922312,05/07/2007
"Intoxicación por sustancias químicas provoca emergencia en Concepción, Tucumán","Grave intoxicación por sustancias químicas ocurrió en las inmediaciones de Concepción, Tucumán. El incidente generando preocupación entre autoridades provinciales. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Intoxicación masiva,-27.347244,-65.605133,05/11/2016
"Aimogasta sufre las consecuencias de Contaminación ambiental severa, La Rioja","Autoridades confirmaron un contaminación ambiental severa en Aimogasta, La Rioja. El incidente dejando a la población incomunicada por varias horas. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Contaminación,-28.599382,-66.852387,26/04/2004
"Equipos de emergencia atienden Envenenamiento masivo en San Juan, San Juan","Un grave envenenamiento masivo se registró en San Juan, San Juan. El incidente generando serios daños ambientales en la región. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Intoxicación masiva,-31.538038,-68.49065,18/12/2007
"Autoridades responden a Derrame de combustible en Cipolletti, Río Negro","Grave derrame de combustible ocurrió en las inmediaciones de Cipolletti, Río Negro. El incidente con un saldo inicial de varias personas heridas. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Derrame,-38.928316,-68.033689,22/03/2015
"Intoxicación en establecimiento educativo provoca emergencia en Necochea, Buenos Aires","Autoridades confirmaron un intoxicación en establecimiento educativo en Necochea, Buenos Aires. El incidente dejando a la población incomunicada por varias horas. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Intoxicación masiva,-38.5224,-58.690544,24/09/2022
Intoxicación por sustancias químicas sorprende a habitantes de Perico,"Grave intoxicación por sustancias químicas ocurrió en las inmediaciones de Perico, Jujuy. El incidente dejando a varios sectores sin comunicación. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Intoxicación masiva,-24.384591,-65.135455,18/11/2012
"Emergencia de salud pública sorprende a habitantes de Río Gallegos, Santa Cruz","Un grave emergencia de salud pública se registró en Río Gallegos, Santa Cruz. El incidente obligando a evacuar a residentes de la zona. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Evento sanitario,-51.619568,-69.189912,22/06/2024
"Crisis ambiental por contaminantes afecta a Chepes, La Rioja","Un grave crisis ambiental por contaminantes se registró en Chepes, La Rioja. El incidente bloqueando las principales vías de acceso. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Contaminación,-31.384244,-66.580885,06/02/2010
"Alerta sanitaria sorprende a habitantes de Casilda, Santa Fe","Autoridades confirmaron un alerta sanitaria en Casilda, Santa Fe. El incidente causando pérdidas millonarias y afectando a cientos de personas. Se han habilitado refugios temporales para las familias afectadas.",Desastre Tecnológico - Evento sanitario,-33.003847,-61.189342,06/03/2007
Serio incidente: Intoxicación colectiva en Allen,"Un grave intoxicación colectiva se registró en Allen, Río Negro. El incidente dejando varios heridos y daños materiales. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Intoxicación masiva,-38.98149,-67.872984,16/02/2007
"Alerta por Fuga de material peligroso en Cafayate, Salta","Autoridades confirmaron un fuga de material peligroso en Cafayate, Salta. El incidente generando caos en el transporte público y privado. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Derrame,-26.095493,-66.024355,15/11/2021
Preocupación por Emisión de sustancias tóxicas en San Ramón de la Nueva Orán,"Autoridades confirmaron un emisión de sustancias tóxicas en San Ramón de la Nueva Orán, Salta. El incidente provocando pánico entre los residentes locales. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Contaminación,-23.143175,-64.316169,19/10/2017
Impacto de Fuga de material peligroso en comunidad de Venado Tuerto,"Grave fuga de material peligroso ocurrió en las inmediaciones de Venado Tuerto, Santa Fe. El incidente causando pérdidas millonarias y afectando a cientos de personas. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Derrame,-33.710598,-61.964764,08/07/2021
Quitilipi sufre las consecuencias de Casos múltiples de intoxicación,"Grave casos múltiples de intoxicación ocurrió en las inmediaciones de Quitilipi, Chaco. El incidente dejando a varios sectores sin comunicación. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Desastre Tecnológico - Intoxicación masiva,-26.888442,-60.260143,16/04/2022
"Derrame de sustancias tóxicas deja múltiples daños en Cosquín, Córdoba","Un grave derrame de sustancias tóxicas se registró en Cosquín, Córdoba. El incidente dejando a la población incomunicada por varias horas. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Derrame,-31.234733,-64.48925,29/05/2022
Devastador Envenenamiento masivo afecta a Belgrano,"Un grave envenenamiento masivo se registró en Belgrano, CABA. El incidente causando pérdidas millonarias y afectando a cientos de personas. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Intoxicación masiva,-34.603078,-58.469951,03/05/2020
"Alerta sanitaria afecta a Barranqueras, Chaco","Grave alerta sanitaria ocurrió en las inmediaciones de Barranqueras, Chaco. El incidente generando preocupación entre autoridades provinciales. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Evento sanitario,-27.509154,-58.92699,12/11/2015
"Declaran emergencia tras Intoxicación colectiva en General Pico, La Pampa","Un grave intoxicación colectiva se registró en General Pico, La Pampa. El incidente dejando a la población incomunicada por varias horas. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Intoxicación masiva,-35.68989,-63.773814,15/06/2008
Emergencia de salud pública causa estragos en Trenque Lauquen,"Autoridades confirmaron un emergencia de salud pública en Trenque Lauquen, Buenos Aires. El incidente resultando en el cierre temporal de escuelas y comercios. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Evento sanitario,-35.93312,-62.772507,13/09/2019
"Contaminación en río causa estragos en Azul, Buenos Aires","Grave contaminación en río ocurrió en las inmediaciones de Azul, Buenos Aires. El incidente dejando varios heridos y daños materiales. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Contaminación,-36.747325,-59.895039,26/02/2018
"Contaminación ambiental severa genera crisis en Centenario, Neuquén","Autoridades confirmaron un contaminación ambiental severa en Centenario, Neuquén. El incidente causando pérdidas millonarias y afectando a cientos de personas. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Contaminación,-38.856123,-68.164335,12/02/2020
Situación crítica por Envenenamiento masivo en Palpalá,"Autoridades confirmaron un envenenamiento masivo en Palpalá, Jujuy. El incidente generando serios daños ambientales en la región. Se han habilitado refugios temporales para las familias afectadas.",Desastre Tecnológico - Intoxicación masiva,-24.259336,-65.1697,17/01/2020
Crisis ambiental por contaminantes causa estragos en Ushuaia,"Un grave crisis ambiental por contaminantes se registró en Ushuaia, Tierra del Fuego. El incidente provocando cortes de energía y problemas en el suministro de agua. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Contaminación,-54.819771,-68.333328,24/12/2014
Emergencia por Intoxicación por sustancias químicas en Venado Tuerto,"Un grave intoxicación por sustancias químicas se registró en Venado Tuerto, Santa Fe. El incidente generando serios daños ambientales en la región. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Intoxicación masiva,-33.759686,-61.96379,01/04/2020
"Contaminación ambiental severa afecta a La Toma, San Luis","Autoridades confirmaron un contaminación ambiental severa en La Toma, San Luis. El incidente provocando pánico entre los residentes locales. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Contaminación,-33.007697,-65.587268,15/04/2010
"Casos agrupados de enfermedad provoca emergencia en Goya, Corrientes","Un grave casos agrupados de enfermedad se registró en Goya, Corrientes. El incidente causando daños en cultivos y producción agrícola. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Evento sanitario,-29.177643,-59.286013,14/04/2001
Situación crítica por Casos agrupados de enfermedad en Comodoro Rivadavia,"Autoridades confirmaron un casos agrupados de enfermedad en Comodoro Rivadavia, Chubut. El incidente generando preocupación entre autoridades provinciales. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Evento sanitario,-45.828188,-67.478702,31/05/2006
"Emergencia por Casos agrupados de enfermedad en Termas de Río Hondo, Santiago del Estero","Autoridades confirmaron un casos agrupados de enfermedad en Termas de Río Hondo, Santiago del Estero. El incidente dejando un rastro de destrucción importante. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Evento sanitario,-27.51339,-64.900894,04/07/2004
"Balcarce en alerta por Crisis sanitaria, Buenos Aires","Grave crisis sanitaria ocurrió en las inmediaciones de Balcarce, Buenos Aires. El incidente generando caos en el transporte público y privado. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Evento sanitario,-37.819354,-58.234109,05/11/2021
Intoxicación en establecimiento educativo afecta a Zapala,"Grave intoxicación en establecimiento educativo ocurrió en las inmediaciones de Zapala, Neuquén. El incidente bloqueando las principales vías de acceso. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Intoxicación masiva,-38.917221,-70.051927,20/10/2009
Confirman Contaminación en río de gran magnitud en Añatuya,"Un grave contaminación en río se registró en Añatuya, Santiago del Estero. El incidente dejando varios heridos y daños materiales. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Contaminación,-28.453458,-62.808481,19/12/2019
"Equipos de emergencia atienden Emergencia sanitaria por intoxicación en San Isidro, Buenos Aires","Un grave emergencia sanitaria por intoxicación se registró en San Isidro, Buenos Aires. El incidente provocando la activación de protocolos de emergencia. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Intoxicación masiva,-34.49065,-58.51066,09/09/2009
"Situación crítica por Fuga de material peligroso en Belgrano, CABA","Un grave fuga de material peligroso se registró en Belgrano, CABA. El incidente generando caos en el transporte público y privado. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Derrame,-34.536776,-58.471513,07/07/2018
"Declaran emergencia tras Casos agrupados de enfermedad en Cosquín, Córdoba","Grave casos agrupados de enfermedad ocurrió en las inmediaciones de Cosquín, Córdoba. El incidente dejando a varios sectores sin comunicación. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Evento sanitario,-31.203098,-64.489555,14/10/2001
Consecuencias graves tras Brote epidémico en Pergamino,"Grave brote epidémico ocurrió en las inmediaciones de Pergamino, Buenos Aires. El incidente obligando a evacuar a residentes de la zona. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Evento sanitario,-33.882722,-60.568738,25/09/2015
Casos de intoxicación por consumo causa estragos en Tolhuin,"Autoridades confirmaron un casos de intoxicación por consumo en Tolhuin, Tierra del Fuego. El incidente generando serios daños ambientales en la región. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Intoxicación masiva,-54.505095,-67.217025,25/04/2010
"Se reporta Casos agrupados de enfermedad en zona de Yerba Buena, Tucumán","Autoridades confirmaron un casos agrupados de enfermedad en Yerba Buena, Tucumán. El incidente bloqueando las principales vías de acceso. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Evento sanitario,-26.823693,-65.279152,01/02/2025
Derrame en curso de agua afecta a Corrientes,"Grave derrame en curso de agua ocurrió en las inmediaciones de Corrientes, Corrientes. El incidente provocando pánico entre los residentes locales. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Derrame,-27.44512,-58.798344,20/08/2012
"Emisión de sustancias tóxicas causa estragos en La Rioja, La Rioja","Un grave emisión de sustancias tóxicas se registró en La Rioja, La Rioja. El incidente destruyendo viviendas y dejando a familias evacuadas. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Contaminación,-29.407641,-66.845529,05/10/2004
Presidencia Roque Sáenz Peña en alerta por Emisión de sustancias tóxicas,"Grave emisión de sustancias tóxicas ocurrió en las inmediaciones de Presidencia Roque Sáenz Peña, Chaco. El incidente provocando pánico entre los residentes locales. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Contaminación,-26.783146,-60.401621,13/09/2009
Evacuaciones por Alerta epidemiológica en Merlo,"Un grave alerta epidemiológica se registró en Merlo, San Luis. El incidente destruyendo viviendas y dejando a familias evacuadas. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Evento sanitario,-32.39164,-65.030579,28/11/2008
"Emergencia por Derrame de combustible en Río Cuarto, Córdoba","Un grave derrame de combustible se registró en Río Cuarto, Córdoba. El incidente destruyendo viviendas y dejando a familias evacuadas. Se han habilitado refugios temporales para las familias afectadas.",Desastre Tecnológico - Derrame,-33.087687,-64.377675,26/01/2004
Devastador Derrame de combustible afecta a Río Gallegos,"Autoridades confirmaron un derrame de combustible en Río Gallegos, Santa Cruz. El incidente dejando varios heridos y daños materiales. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Derrame,-51.590041,-69.253375,02/04/2003
Situación crítica por Derrame en curso de agua en Gaiman,"Autoridades confirmaron un derrame en curso de agua en Gaiman, Chubut. El incidente provocando cortes de energía y problemas en el suministro de agua. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Derrame,-43.284298,-65.51181,13/10/2014
"Declaran emergencia tras Crisis sanitaria en Concordia, Entre Ríos","Un grave crisis sanitaria se registró en Concordia, Entre Ríos. El incidente resultando en el cierre temporal de escuelas y comercios. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Desastre Tecnológico - Evento sanitario,-31.355977,-58.06458,14/04/2017
Equipos de emergencia atienden Envenenamiento masivo en Junín,"Un grave envenenamiento masivo se registró en Junín, Buenos Aires. El incidente dejando varios heridos y daños materiales. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Intoxicación masiva,-34.547936,-60.954228,12/09/2005
Evacuaciones por Vertido contaminante en Pico Truncado,"Un grave vertido contaminante se registró en Pico Truncado, Santa Cruz. El incidente afectando el normal desarrollo de actividades en la zona. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Contaminación,-46.789969,-67.981345,17/01/2001
