Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
"Pico Truncado afectado por Derrame con riesgo ambiental, Santa Cruz","Grave derrame con riesgo ambiental ocurrió en las inmediaciones de Pico Truncado, Santa Cruz. El incidente resultando en el cierre temporal de escuelas y comercios. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Derrame,-46.789349,-67.948815,02/03/2006
"Alerta sanitaria causa estragos en Aimogasta, La Rioja","Autoridades confirmaron un alerta sanitaria en Aimogasta, La Rioja. El incidente dejando a la población incomunicada por varias horas. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Evento sanitario,-28.522605,-66.758616,11/03/2011
"Serio incidente: Brote epidémico en Bell Ville, Córdoba","Un grave brote epidémico se registró en Bell Ville, Córdoba. El incidente generando caos en el transporte público y privado. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Evento sanitario,-32.588143,-62.639273,05/12/2015
"Se reporta Derrame en curso de agua en zona de Viedma, Río Negro","Grave derrame en curso de agua ocurrió en las inmediaciones de Viedma, Río Negro. El incidente con un saldo inicial de varias personas heridas. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Derrame,-40.829744,-62.96188,29/07/2013
"Polución industrial causa estragos en Villa Dolores, Córdoba","Un grave polución industrial se registró en Villa Dolores, Córdoba. El incidente generando preocupación entre autoridades provinciales. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Contaminación,-31.907202,-65.157831,05/01/2021
Realicó en alerta por Contaminación por derrame,"Un grave contaminación por derrame se registró en Realicó, La Pampa. El incidente dejando a la población incomunicada por varias horas. Se han habilitado refugios temporales para las familias afectadas.",Desastre Tecnológico - Derrame,-35.077948,-64.268485,03/04/2020
Derrame con riesgo ambiental deja múltiples daños en Añatuya,"Un grave derrame con riesgo ambiental se registró en Añatuya, Santiago del Estero. El incidente generando preocupación entre autoridades provinciales. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Derrame,-28.510257,-62.853232,23/09/2023
Chepes afectado por Vertido contaminante,"Un grave vertido contaminante se registró en Chepes, La Rioja. El incidente obligando a evacuar a residentes de la zona. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Desastre Tecnológico - Contaminación,-31.341989,-66.567619,04/10/2020
"Habitantes de Las Heras afrontan Intoxicación por sustancias químicas, Santa Cruz","Grave intoxicación por sustancias químicas ocurrió en las inmediaciones de Las Heras, Santa Cruz. El incidente destruyendo viviendas y dejando a familias evacuadas. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Intoxicación masiva,-46.498318,-68.939725,08/08/2001
Situación crítica por Crisis sanitaria en Tinogasta,"Un grave crisis sanitaria se registró en Tinogasta, Catamarca. El incidente dejando un rastro de destrucción importante. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Evento sanitario,-28.034145,-67.533817,24/07/2022
"Emergencia de salud pública provoca emergencia en Villa María, Córdoba","Un grave emergencia de salud pública se registró en Villa María, Córdoba. El incidente provocando la activación de protocolos de emergencia. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Evento sanitario,-32.378751,-63.250829,07/12/2024
Preocupación por Vertido de químicos en Cruz del Eje,"Un grave vertido de químicos se registró en Cruz del Eje, Córdoba. El incidente generando caos en el transporte público y privado. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Derrame,-30.69937,-64.775044,05/06/2003
"Alerta sanitaria causa estragos en Recoleta, CABA","Autoridades confirmaron un alerta sanitaria en Recoleta, CABA. El incidente provocando la activación de protocolos de emergencia. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Evento sanitario,-34.599344,-58.351517,09/11/2020
Derrame de combustible genera crisis en Cañada de Gómez,"Un grave derrame de combustible se registró en Cañada de Gómez, Santa Fe. El incidente afectando gravemente la infraestructura local. Se han habilitado refugios temporales para las familias afectadas.",Desastre Tecnológico - Derrame,-32.847254,-61.422291,28/01/2019
Emergencia por Contaminación por derrame en Esperanza,"Autoridades confirmaron un contaminación por derrame en Esperanza, Santa Fe. El incidente causando daños en cultivos y producción agrícola. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Derrame,-31.422128,-60.92904,17/12/2003
"Autoridades responden a Crisis sanitaria en Santo Tomé, Corrientes","Un grave crisis sanitaria se registró en Santo Tomé, Corrientes. El incidente dejando un rastro de destrucción importante. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Evento sanitario,-28.599799,-56.040338,19/05/2001
Autoridades responden a Contaminación ambiental severa en Termas de Río Hondo,"Grave contaminación ambiental severa ocurrió en las inmediaciones de Termas de Río Hondo, Santiago del Estero. El incidente afectando gravemente la infraestructura local. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Contaminación,-27.509703,-64.879868,01/08/2018
"Brote epidémico afecta a Aguilares, Tucumán","Autoridades confirmaron un brote epidémico en Aguilares, Tucumán. El incidente dejando un rastro de destrucción importante. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Evento sanitario,-27.394262,-65.63373,04/12/2012
Se reporta Crisis ambiental por contaminantes en zona de Olavarría,"Un grave crisis ambiental por contaminantes se registró en Olavarría, Buenos Aires. El incidente provocando cortes de energía y problemas en el suministro de agua. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Contaminación,-36.890356,-60.272755,26/12/2006
Confirman Alerta sanitaria de gran magnitud en Junín,"Un grave alerta sanitaria se registró en Junín, Buenos Aires. El incidente generando serios daños ambientales en la región. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Evento sanitario,-34.589783,-60.933128,01/06/2010
Emergencia de salud pública sorprende a habitantes de Aguilares,"Autoridades confirmaron un emergencia de salud pública en Aguilares, Tucumán. El incidente generando serios daños ambientales en la región. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Evento sanitario,-27.434444,-65.568947,28/05/2000
Fuga de material peligroso sorprende a habitantes de Las Breñas,"Grave fuga de material peligroso ocurrió en las inmediaciones de Las Breñas, Chaco. El incidente generando preocupación entre autoridades provinciales. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Derrame,-27.04079,-61.062099,21/09/2005
"Evacuaciones por Propagación de enfermedad infecciosa en Pirané, Formosa","Grave propagación de enfermedad infecciosa ocurrió en las inmediaciones de Pirané, Formosa. El incidente generando caos en el transporte público y privado. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Evento sanitario,-25.730613,-59.131879,16/03/2013
Derrame con riesgo ambiental sorprende a habitantes de Trenque Lauquen,"Grave derrame con riesgo ambiental ocurrió en las inmediaciones de Trenque Lauquen, Buenos Aires. El incidente causando pérdidas millonarias y afectando a cientos de personas. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Derrame,-35.954501,-62.760906,17/05/2007
Evacuaciones por Emergencia de salud pública en Plottier,"Grave emergencia de salud pública ocurrió en las inmediaciones de Plottier, Neuquén. El incidente bloqueando las principales vías de acceso. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Evento sanitario,-38.987953,-68.26507,12/08/2017
Declaran emergencia tras Polución industrial en San Miguel de Tucumán,"Autoridades confirmaron un polución industrial en San Miguel de Tucumán, Tucumán. El incidente interrumpiendo servicios básicos en toda la zona. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Contaminación,-26.772578,-65.184371,26/11/2002
"Emisión de sustancias tóxicas deja múltiples daños en Concepción del Uruguay, Entre Ríos","Grave emisión de sustancias tóxicas ocurrió en las inmediaciones de Concepción del Uruguay, Entre Ríos. El incidente generando caos en el transporte público y privado. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Contaminación,-32.452795,-58.270152,15/02/2022
"Evacuaciones por Contaminación por derrame en La Falda, Córdoba","Autoridades confirmaron un contaminación por derrame en La Falda, Córdoba. El incidente generando preocupación entre autoridades provinciales. Se han habilitado refugios temporales para las familias afectadas.",Desastre Tecnológico - Derrame,-31.127408,-64.498205,12/08/2015
"Serio incidente: Contaminación por derrame en Paso de los Libres, Corrientes","Grave contaminación por derrame ocurrió en las inmediaciones de Paso de los Libres, Corrientes. El incidente bloqueando las principales vías de acceso. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Derrame,-29.683598,-57.121539,24/06/2015
Se reporta Emergencia de salud pública en zona de Charata,"Autoridades confirmaron un emergencia de salud pública en Charata, Chaco. El incidente resultando en el cierre temporal de escuelas y comercios. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Evento sanitario,-27.240436,-61.212693,29/04/2020
Autoridades responden a Alerta sanitaria en Sarmiento,"Grave alerta sanitaria ocurrió en las inmediaciones de Sarmiento, Chubut. El incidente causando pérdidas millonarias y afectando a cientos de personas. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Evento sanitario,-45.584557,-69.123227,08/01/2015
Vertido contaminante genera crisis en Añatuya,"Autoridades confirmaron un vertido contaminante en Añatuya, Santiago del Estero. El incidente generando caos en el transporte público y privado. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Desastre Tecnológico - Contaminación,-28.474339,-62.871771,03/06/2014
"25 de Mayo sufre las consecuencias de Polución industrial, Buenos Aires","Un grave polución industrial se registró en 25 de Mayo, Buenos Aires. El incidente provocando la activación de protocolos de emergencia. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Contaminación,-35.410454,-60.217058,10/10/2024
"Intoxicación en establecimiento educativo deja múltiples daños en San Martín de los Andes, Neuquén","Autoridades confirmaron un intoxicación en establecimiento educativo en San Martín de los Andes, Neuquén. El incidente causando pérdidas millonarias y afectando a cientos de personas. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Intoxicación masiva,-40.183492,-71.390018,07/02/2019
"Emergencia por Emisión de sustancias tóxicas en Centenario, Neuquén","Grave emisión de sustancias tóxicas ocurrió en las inmediaciones de Centenario, Neuquén. El incidente bloqueando las principales vías de acceso. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Contaminación,-38.845888,-68.092957,13/06/2007
"Impacto de Intoxicación colectiva en comunidad de Tandil, Buenos Aires","Grave intoxicación colectiva ocurrió en las inmediaciones de Tandil, Buenos Aires. El incidente interrumpiendo servicios básicos en toda la zona. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Desastre Tecnológico - Intoxicación masiva,-37.333086,-59.138945,03/03/2022
Se reporta Derrame de combustible en zona de Chivilcoy,"Autoridades confirmaron un derrame de combustible en Chivilcoy, Buenos Aires. El incidente dejando a varios sectores sin comunicación. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Derrame,-34.854485,-60.039325,22/06/2015
Consecuencias graves tras Casos agrupados de enfermedad en Recoleta,"Grave casos agrupados de enfermedad ocurrió en las inmediaciones de Recoleta, CABA. El incidente provocando la activación de protocolos de emergencia. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Evento sanitario,-34.625335,-58.377909,11/03/2016
"Balcarce sufre las consecuencias de Vertido contaminante, Buenos Aires","Autoridades confirmaron un vertido contaminante en Balcarce, Buenos Aires. El incidente obligando a evacuar a residentes de la zona. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Contaminación,-37.88703,-58.269069,24/04/2016
Preocupación por Casos múltiples de intoxicación en Neuquén,"Un grave casos múltiples de intoxicación se registró en Neuquén, Neuquén. El incidente provocando la activación de protocolos de emergencia. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Intoxicación masiva,-38.976045,-68.077246,23/04/2002
Contaminación ambiental severa provoca emergencia en Mendoza,"Autoridades confirmaron un contaminación ambiental severa en Mendoza, Mendoza. El incidente afectando el normal desarrollo de actividades en la zona. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Contaminación,-32.859176,-68.865077,29/01/2014
Envenenamiento masivo provoca emergencia en Sarmiento,"Grave envenenamiento masivo ocurrió en las inmediaciones de Sarmiento, Chubut. El incidente causando pérdidas millonarias y afectando a cientos de personas. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Intoxicación masiva,-45.625484,-69.078644,22/12/2019
Consecuencias graves tras Vertido contaminante en Añatuya,"Un grave vertido contaminante se registró en Añatuya, Santiago del Estero. El incidente causando pérdidas millonarias y afectando a cientos de personas. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Contaminación,-28.451558,-62.800414,11/02/2012
Consecuencias graves tras Intoxicación colectiva en La Falda,"Un grave intoxicación colectiva se registró en La Falda, Córdoba. El incidente afectando el normal desarrollo de actividades en la zona. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Intoxicación masiva,-31.122808,-64.484455,24/10/2004
"Emergencia por Casos agrupados de enfermedad en General Güemes, Salta","Un grave casos agrupados de enfermedad se registró en General Güemes, Salta. El incidente generando caos en el transporte público y privado. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Evento sanitario,-24.646683,-65.07672,05/07/2010
"Alerta por Envenenamiento masivo en Necochea, Buenos Aires","Autoridades confirmaron un envenenamiento masivo en Necochea, Buenos Aires. El incidente obligando a evacuar a residentes de la zona. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Intoxicación masiva,-38.58528,-58.716448,02/12/2012
"Devastador Alerta epidemiológica afecta a Rafaela, Santa Fe","Un grave alerta epidemiológica se registró en Rafaela, Santa Fe. El incidente causando daños en cultivos y producción agrícola. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Evento sanitario,-31.282324,-61.500766,05/02/2010
Situación crítica por Contaminación por derrame en Gualeguay,"Un grave contaminación por derrame se registró en Gualeguay, Entre Ríos. El incidente causando daños en cultivos y producción agrícola. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Derrame,-33.103805,-59.278891,27/11/2015
"Intoxicación colectiva genera crisis en Villa María, Córdoba","Grave intoxicación colectiva ocurrió en las inmediaciones de Villa María, Córdoba. El incidente bloqueando las principales vías de acceso. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Intoxicación masiva,-32.357598,-63.231648,08/05/2013
Autoridades responden a Derrame de combustible en Cutral Có,"Autoridades confirmaron un derrame de combustible en Cutral Có, Neuquén. El incidente dejando a varios sectores sin comunicación. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Derrame,-38.907223,-69.194808,23/10/2010
"Tilcara sufre las consecuencias de Crisis sanitaria, Jujuy","Autoridades confirmaron un crisis sanitaria en Tilcara, Jujuy. El incidente provocando pánico entre los residentes locales. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Evento sanitario,-23.57017,-65.430201,09/02/2025
Autoridades responden a Crisis sanitaria en Casilda,"Grave crisis sanitaria ocurrió en las inmediaciones de Casilda, Santa Fe. El incidente causando pérdidas millonarias y afectando a cientos de personas. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Evento sanitario,-33.013959,-61.141778,08/10/2005
"Punta Alta afectado por Brote de enfermedad contagiosa, Buenos Aires","Autoridades confirmaron un brote de enfermedad contagiosa en Punta Alta, Buenos Aires. El incidente dejando a la población incomunicada por varias horas. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Evento sanitario,-38.901898,-62.021119,19/01/2001
"Vertido de químicos afecta a Tigre, Buenos Aires","Autoridades confirmaron un vertido de químicos en Tigre, Buenos Aires. El incidente dejando a varios sectores sin comunicación. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Derrame,-34.402414,-58.612925,24/06/2015
La Boca afectado por Contaminación por derrame,"Un grave contaminación por derrame se registró en La Boca, CABA. El incidente causando pérdidas millonarias y afectando a cientos de personas. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Derrame,-34.674861,-58.370583,28/07/2012
"San Rafael afectado por Derrame de sustancias tóxicas, Mendoza","Autoridades confirmaron un derrame de sustancias tóxicas en San Rafael, Mendoza. El incidente generando serios daños ambientales en la región. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Derrame,-34.603823,-68.280979,03/04/2008
Casos agrupados de enfermedad deja múltiples daños en El Colorado,"Grave casos agrupados de enfermedad ocurrió en las inmediaciones de El Colorado, Formosa. El incidente causando daños en cultivos y producción agrícola. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Evento sanitario,-26.29084,-59.346754,25/11/2017
"Alerta por Vertido contaminante en Lomas de Zamora, Buenos Aires","Un grave vertido contaminante se registró en Lomas de Zamora, Buenos Aires. El incidente generando preocupación entre autoridades provinciales. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Contaminación,-34.745858,-58.369658,19/09/2003
Preocupación por Intoxicación colectiva en Godoy Cruz,"Autoridades confirmaron un intoxicación colectiva en Godoy Cruz, Mendoza. El incidente destruyendo viviendas y dejando a familias evacuadas. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Intoxicación masiva,-32.945025,-68.845413,27/01/2017
Casos múltiples de intoxicación impacta en Río Gallegos,"Autoridades confirmaron un casos múltiples de intoxicación en Río Gallegos, Santa Cruz. El incidente dejando varios heridos y daños materiales. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Intoxicación masiva,-51.665742,-69.232996,06/12/2015
"San Martín de los Andes afectado por Intoxicación alimentaria masiva, Neuquén","Un grave intoxicación alimentaria masiva se registró en San Martín de los Andes, Neuquén. El incidente con un saldo inicial de varias personas heridas. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Intoxicación masiva,-40.141783,-71.34999,16/07/2006
Consecuencias graves tras Contaminación de fuente hídrica en Villa María,"Un grave contaminación de fuente hídrica se registró en Villa María, Córdoba. El incidente afectando gravemente la infraestructura local. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Contaminación,-32.453762,-63.275275,14/06/2011
"Serio incidente: Contaminación en río en Allen, Río Negro","Autoridades confirmaron un contaminación en río en Allen, Río Negro. El incidente afectando gravemente la infraestructura local. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Contaminación,-38.924163,-67.861619,29/12/2001
"Se reporta Contaminación en río en zona de Córdoba, Córdoba","Un grave contaminación en río se registró en Córdoba, Córdoba. El incidente afectando el normal desarrollo de actividades en la zona. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Contaminación,-31.437216,-64.198416,30/11/2023
Derrame en curso de agua impacta en Puerto Iguazú,"Grave derrame en curso de agua ocurrió en las inmediaciones de Puerto Iguazú, Misiones. El incidente dejando varios heridos y daños materiales. Se han habilitado refugios temporales para las familias afectadas.",Desastre Tecnológico - Derrame,-25.639259,-54.613696,23/05/2020
"Vertido industrial tóxico impacta en Libertador General San Martín, Jujuy","Grave vertido industrial tóxico ocurrió en las inmediaciones de Libertador General San Martín, Jujuy. El incidente dejando a la población incomunicada por varias horas. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Derrame,-23.778016,-64.831419,02/11/2007
"Impacto de Contaminación por derrame en comunidad de San Carlos de Bariloche, Río Negro","Grave contaminación por derrame ocurrió en las inmediaciones de San Carlos de Bariloche, Río Negro. El incidente generando preocupación entre autoridades provinciales. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Derrame,-41.167165,-71.331853,22/10/2003
"Vertido contaminante deja múltiples daños en Aguilares, Tucumán","Autoridades confirmaron un vertido contaminante en Aguilares, Tucumán. El incidente bloqueando las principales vías de acceso. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Contaminación,-27.402272,-65.621358,30/01/2004
Consecuencias graves tras Alerta sanitaria en Malargüe,"Autoridades confirmaron un alerta sanitaria en Malargüe, Mendoza. El incidente dejando un rastro de destrucción importante. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Evento sanitario,-35.437206,-69.622786,13/04/2011
Evacuaciones por Casos agrupados de enfermedad en Rafaela,"Autoridades confirmaron un casos agrupados de enfermedad en Rafaela, Santa Fe. El incidente dejando un rastro de destrucción importante. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Evento sanitario,-31.284187,-61.449301,26/12/2023
"Casos múltiples de intoxicación genera crisis en Cañada de Gómez, Santa Fe","Un grave casos múltiples de intoxicación se registró en Cañada de Gómez, Santa Fe. El incidente dejando a varios sectores sin comunicación. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Intoxicación masiva,-32.815043,-61.346503,13/04/2010
"Villa Carlos Paz afectado por Contaminación ambiental severa, Córdoba","Autoridades confirmaron un contaminación ambiental severa en Villa Carlos Paz, Córdoba. El incidente obligando a evacuar a residentes de la zona. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Desastre Tecnológico - Contaminación,-31.4213,-64.465956,24/09/2012
Contaminación por derrame impacta en Metán,"Grave contaminación por derrame ocurrió en las inmediaciones de Metán, Salta. El incidente interrumpiendo servicios básicos en toda la zona. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Derrame,-25.455663,-64.983695,24/05/2008
"Las Breñas sufre las consecuencias de Vertido contaminante, Chaco","Grave vertido contaminante ocurrió en las inmediaciones de Las Breñas, Chaco. El incidente provocando cortes de energía y problemas en el suministro de agua. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Contaminación,-27.088631,-61.060223,18/01/2002
Intoxicación en establecimiento educativo impacta en Necochea,"Un grave intoxicación en establecimiento educativo se registró en Necochea, Buenos Aires. El incidente provocando la activación de protocolos de emergencia. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Intoxicación masiva,-38.589518,-58.712306,04/12/2013
Se reporta Intoxicación en establecimiento educativo en zona de Monteros,"Autoridades confirmaron un intoxicación en establecimiento educativo en Monteros, Tucumán. El incidente afectando el normal desarrollo de actividades en la zona. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Intoxicación masiva,-27.168092,-65.533956,08/10/2022
La Falda sufre las consecuencias de Contaminación por derrame,"Grave contaminación por derrame ocurrió en las inmediaciones de La Falda, Córdoba. El incidente generando caos en el transporte público y privado. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Derrame,-31.05387,-64.438885,23/04/2011
Se reporta Vertido industrial tóxico en zona de Añatuya,"Grave vertido industrial tóxico ocurrió en las inmediaciones de Añatuya, Santiago del Estero. El incidente bloqueando las principales vías de acceso. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Derrame,-28.485379,-62.809494,24/11/2005
"Cruz del Eje sufre las consecuencias de Alerta sanitaria, Córdoba","Un grave alerta sanitaria se registró en Cruz del Eje, Córdoba. El incidente provocando cortes de energía y problemas en el suministro de agua. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Evento sanitario,-30.693533,-64.808602,04/06/2014
Declaran emergencia tras Intoxicación por sustancias químicas en Belgrano,"Autoridades confirmaron un intoxicación por sustancias químicas en Belgrano, CABA. El incidente bloqueando las principales vías de acceso. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Intoxicación masiva,-34.56569,-58.500548,28/01/2011
Impacto de Alerta epidemiológica en comunidad de 25 de Mayo,"Un grave alerta epidemiológica se registró en 25 de Mayo, Buenos Aires. El incidente dejando a varios sectores sin comunicación. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Evento sanitario,-35.428562,-60.149857,25/07/2019
Casos múltiples de intoxicación afecta a Lules,"Un grave casos múltiples de intoxicación se registró en Lules, Tucumán. El incidente provocando cortes de energía y problemas en el suministro de agua. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Intoxicación masiva,-26.943126,-65.367954,25/03/2007
Autoridades responden a Contaminación en río en Añatuya,"Autoridades confirmaron un contaminación en río en Añatuya, Santiago del Estero. El incidente dejando un rastro de destrucción importante. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Contaminación,-28.49468,-62.828822,10/04/2009
Preocupación por Polución industrial en Río Grande,"Grave polución industrial ocurrió en las inmediaciones de Río Grande, Tierra del Fuego. El incidente obligando a evacuar a residentes de la zona. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Contaminación,-53.810844,-67.693428,04/04/2009
"Equipos de emergencia atienden Crisis sanitaria en Fernández, Santiago del Estero","Un grave crisis sanitaria se registró en Fernández, Santiago del Estero. El incidente interrumpiendo servicios básicos en toda la zona. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Evento sanitario,-27.90332,-63.851246,12/07/2013
"Serio incidente: Casos de intoxicación por consumo en Maipú, Mendoza","Autoridades confirmaron un casos de intoxicación por consumo en Maipú, Mendoza. El incidente provocando cortes de energía y problemas en el suministro de agua. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Intoxicación masiva,-32.927149,-68.778102,21/03/2006
Morón sufre las consecuencias de Contaminación por derrame,"Un grave contaminación por derrame se registró en Morón, Buenos Aires. El incidente interrumpiendo servicios básicos en toda la zona. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Derrame,-34.696227,-58.667198,10/03/2009
"Serio incidente: Emergencia sanitaria por intoxicación en Rawson, Chubut","Autoridades confirmaron un emergencia sanitaria por intoxicación en Rawson, Chubut. El incidente destruyendo viviendas y dejando a familias evacuadas. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Intoxicación masiva,-43.295574,-65.107996,27/12/2008
"Autoridades responden a Derrame con riesgo ambiental en Allen, Río Negro","Grave derrame con riesgo ambiental ocurrió en las inmediaciones de Allen, Río Negro. El incidente resultando en el cierre temporal de escuelas y comercios. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Derrame,-38.964792,-67.8313,04/07/2017
Alerta por Derrame con riesgo ambiental en Concordia,"Autoridades confirmaron un derrame con riesgo ambiental en Concordia, Entre Ríos. El incidente afectando gravemente la infraestructura local. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Derrame,-31.434142,-57.997726,22/02/2002
Serio incidente: Derrame de sustancias tóxicas en Chepes,"Autoridades confirmaron un derrame de sustancias tóxicas en Chepes, La Rioja. El incidente dejando a la población incomunicada por varias horas. Se han habilitado refugios temporales para las familias afectadas.",Desastre Tecnológico - Derrame,-31.34626,-66.625935,10/01/2023
"Impacto de Crisis ambiental por contaminantes en comunidad de Palpalá, Jujuy","Grave crisis ambiental por contaminantes ocurrió en las inmediaciones de Palpalá, Jujuy. El incidente afectando el normal desarrollo de actividades en la zona. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Contaminación,-24.232673,-65.159647,14/12/2022
